scientific_name,L_value,T_value,F_value,R_value,N_value,S_value
Centaurea flosculosa,,3.0,,,,
Centaurea glaberrima,8.0,7.9,3.1,6.2,1.8,0.1
Centaurea grisebachii,8.2,7.4,3.5,6.1,2.9,0.0
Centaurea gymnocarpa,9.0,10.0,1.0,7.0,1.0,0.0
Centaurea horrida,9.0,10.0,2.0,8.0,1.0,3.0
Centaurea hyalolepis,7.5,10.0,4.0,,4.0,0.0
Centaurea iberica,8.0,6.25,6.0,,,
Centaurea idaea,7.0,,4.0,7.0,5.0,0.0
Centaurea ilvensis,8.7,7.4,3.2,2.0,2.2,1.4
Centaurea ionica,8.0,7.9,2.6,7.0,1.0,0.0
Centaurea jacea,7.64,,5.26,5.9,3.28,0.71
Centaurea jacea aggr.,7.0,5.0,5.0,6.0,5.0,1.0
Centaurea janeri,9.0,5.0,2.0,6.0,1.0,
Centaurea jordaniana,8.0,6.4,4.0,4.0,4.0,0.0
Centaurea kartschiana,9.0,8.0,2.0,7.0,1.0,0.0
Centaurea kilaea,8.3,7.1,3.8,6.9,4.4,0.6
Centaurea konkae,8.5,5.25,4.75,,,
Centaurea kosaninii,7.9,7.3,3.2,7.2,2.7,0.4
Centaurea kotschyana,7.5,3.75,6.5,,,
Centaurea lactucifolia,8.0,11.0,2.0,8.0,3.0,0.0
Centaurea lagascana,9.0,5.0,1.0,7.0,1.0,
Centaurea lancifolia,8.0,7.0,3.0,6.0,,0.0
Centaurea langei,9.0,6.0,1.0,7.0,3.0,0.0
Centaurea lavrenkoana,,,4.5,,,
Centaurea leucadea,9.0,10.0,2.0,7.0,1.0,0.0
Centaurea leucophaea,8.5,6.67,3.0,7.5,3.0,0.0
Centaurea limbata,9.0,7.0,1.0,5.0,2.0,
Centaurea linifolia,8.1,7.8,2.7,7.2,3.4,0.0
Centaurea macroptilon,8.0,7.0,,,,0.0
Centaurea margaritacea,8.5,,4.75,,,
Centaurea melitensis,8.67,,1.33,6.5,6.0,0.5
Centaurea microptilon,7.0,,,,,
Centaurea napifolia,8.0,9.5,3.5,6.5,6.5,0.0
Centaurea nemoralis,6.33,5.75,4.33,5.3,3.33,0.0
Centaurea nervosa,8.0,2.67,3.5,4.5,3.5,0.0
Centaurea nigra,8.0,5.0,4.6,4.2,3.75,0.0
Centaurea nigrescens,7.8,5.72,4.8,5.8,4.73,0.0
Centaurea odessana,8.1,6.7,4.8,6.6,4.8,1.6
Centaurea orientalis,8.5,4.75,4.75,,,
Centaurea orphanidea,8.1,7.9,3.3,6.6,3.6,0.2
Centaurea oxylepis,7.0,6.0,5.0,5.0,4.0,0.0
Centaurea paczoskii,8.5,5.75,4.75,,,
Centaurea paniculata aggr.,8.04,7.59,2.89,,2.75,0.0
Centaurea parlatoris,9.0,5.0,3.0,7.0,2.0,0.0
Centaurea pectinata,7.0,7.5,5.0,8.0,3.0,0.0
Centaurea phrygia,7.0,3.5,6.25,,,
Centaurea phrygia aggr.,7.22,,5.1,,4.0,0.0
Centaurea poculatoris,7.0,11.0,1.0,8.0,2.0,0.0
Centaurea poeltiana,8.0,6.1,2.8,5.7,2.2,0.0
Centaurea pseudoleucolepis,8.5,3.5,5.75,,,
Centaurea pullata,8.0,8.0,4.0,7.0,4.0,0.0
Centaurea pumilio,9.0,12.0,3.0,9.0,5.0,3.0
Centaurea ragusina,9.0,8.0,2.0,7.0,1.0,0.0
Centaurea raphanina,7.0,11.0,3.0,8.0,4.0,1.0
Centaurea redempta,7.0,11.0,2.5,8.0,3.0,0.0
Centaurea rhaetica,6.0,3.5,3.0,6.0,2.0,0.0
Centaurea rupestris aggr.,8.0,7.0,3.0,7.0,2.0,0.0
Centaurea salonitana,8.25,11.0,4.75,,,
Centaurea sarandinakiae,8.5,6.25,4.75,,,
Centaurea sarfattiana,8.0,6.0,3.3,5.2,2.2,0.0
Centaurea scabiosa,7.58,,3.37,,3.44,0.0
Centaurea scannensis,7.0,6.0,3.0,7.0,2.0,0.0
Centaurea seridis,9.0,9.0,1.0,4.0,1.0,0.0
Centaurea sicula,9.0,9.5,2.0,6.5,5.0,0.0
Centaurea solstitialis,8.29,,3.71,6.8,6.17,0.0
Centaurea sphaerocephala,9.0,9.5,4.5,7.0,4.5,2.0
Centaurea spinosa,8.0,11.0,4.0,8.0,5.0,3.0
Centaurea spruneri,8.0,11.0,4.0,6.0,6.0,0.0
Centaurea sterilis,8.0,5.75,3.75,,,
Centaurea steveniana,8.5,6.25,4.25,,,
Centaurea stoebe,8.17,,2.99,,3.25,0.0
Centaurea subjacea,8.0,6.33,4.0,8.0,2.0,0.0
Centaurea subtilis,9.0,10.0,2.0,7.0,1.0,0.0
Centaurea tauromenitana,9.0,10.0,2.0,2.0,1.0,0.0
Centaurea tenorei,9.0,8.0,2.0,7.0,1.0,0.0
Centaurea thuillieri,6.67,5.5,4.67,5.3,3.67,0.0
Centaurea tommasinii,9.0,7.0,2.0,7.0,1.0,0.0
Centaurea trichocephala,7.5,5.0,4.75,,,
Centaurea tymphaea,8.0,7.7,3.4,5.5,3.0,0.0
Centaurea uniflora,7.0,3.0,4.0,3.0,3.0,0.0
Centaurea uniflora aggr.,,3.0,,,,
Centaurea urvillei,7.0,11.0,4.0,7.0,4.0,0.0
Centaurea valesiaca,8.0,6.5,3.0,4.0,2.0,0.0
Centaurea veneris,9.0,10.0,1.0,4.0,1.0,0.0
Centaurium chloodes,8.0,7.0,7.5,6.0,3.0,0.0
Centaurium erythraea,7.9,,,6.1,,0.0
Centaurium favargeri,8.0,6.0,8.0,6.0,4.0,0.0
Centaurium littorale,8.5,,,7.0,2.5,1.57
Centaurium maritimum,8.67,9.0,5.67,5.7,3.33,0.33
Centaurium pulchellum,8.65,,6.65,7.9,3.44,1.11
Centaurium quadrifolium,8.2,8.0,2.5,5.9,3.4,0.0
Centaurium scilloides,8.5,6.0,4.0,4.0,3.0,0.0
Centaurium somedanum,9.0,4.0,8.0,6.0,1.0,
Centaurium spicatum,7.83,,6.83,8.0,4.0,7.0
Centaurium tenuiflorum,8.25,,7.0,7.0,3.5,0.0
Centranthus angustifolius,7.0,8.0,2.0,,1.0,0.0
Centranthus calcitrapae,7.1,7.9,2.9,6.8,3.5,0.0
Centranthus lecoqii,9.0,8.0,1.0,8.0,2.0,
Centranthus macrosiphon,6.0,9.0,6.0,,2.0,0.0
Centranthus nevadensis,8.0,7.0,3.0,8.0,5.0,0.0
Centranthus ruber,7.14,,3.57,8.0,5.0,0.17
Cephalanthera cucullata,4.0,10.0,6.0,6.0,4.0,0.0
Cephalanthera damasonium,,,3.97,7.3,3.86,0.0
Cephalanthera epipactoides,,,,,,0.0
Cephalanthera longifolia,,,3.98,6.9,3.75,0.0
Cephalanthera rubra,,5.53,3.47,8.1,3.29,0.0
Cephalaria alpina,7.0,4.0,5.0,6.0,2.0,0.0
Cephalaria coriacea,8.0,5.75,4.75,,,
Cephalaria gigantea,7.0,6.0,4.0,8.0,6.0,0.0
Cephalaria joppensis,8.0,3.0,3.0,7.0,2.0,0.0
Cephalaria leucantha,7.0,7.0,3.0,7.0,2.0,0.0
Cephalaria squamiflora,7.0,8.0,2.5,7.5,3.0,0.0
Cephalaria transsylvanica,7.75,6.5,3.75,7.0,3.33,0.0
Cephalaria uralensis,7.5,5.5,4.0,,,
Cerastium alpinum aggr.,8.77,1.45,4.51,5.5,1.92,0.0
Cerastium alsinifolium,5.0,5.0,5.0,6.0,3.0,0.0
Cerastium arvense,8.19,,3.55,5.7,3.22,0.0
Cerastium banaticum,7.7,5.8,4.7,7.0,4.0,0.0
Cerastium biebersteinii,8.0,4.75,5.25,,,
Cerastium brachypetalum,8.75,,3.03,,,0.0
Cerastium candidissimum,8.2,5.9,3.8,6.2,2.2,0.0
Cerastium carinthiacum,8.0,2.33,4.33,7.3,3.0,0.0
Cerastium cerastoides,8.21,1.18,7.94,4.0,,0.0
Cerastium comatum,8.0,,4.0,7.0,5.0,0.0
Cerastium crassiusculum,8.5,5.75,3.5,,,
Cerastium decalvans,8.8,6.9,2.3,8.0,1.8,0.0
Cerastium deschatresii,7.0,10.0,5.0,6.0,5.0,0.0
Cerastium dichotomum,7.5,8.0,4.5,7.5,6.5,0.0
Cerastium diffusum,8.6,,3.7,,2.3,2.4
Cerastium dubium,8.33,,6.83,6.8,,2.17
Cerastium eriophorum,,2.0,,,,
Cerastium fontanum,6.7,,,5.2,,0.43
Cerastium gibraltaricum,8.5,5.0,3.0,2.5,3.5,0.0
Cerastium glomeratum,7.28,5.79,4.78,5.3,5.62,0.0
Cerastium gorodkovianum,,,7.0,,,
Cerastium gracile,8.5,,2.58,5.5,2.0,0.0
Cerastium granulatum,9.0,10.0,3.0,7.0,1.0,0.0
Cerastium julicum,,2.0,,,,
Cerastium latifolium,9.0,1.0,5.0,9.0,2.5,0.0
Cerastium ligusticum,9.0,9.25,2.5,3.5,1.0,0.0
Cerastium lineare,9.0,3.5,3.0,3.0,3.0,0.0
Cerastium moesiacum,6.5,4.8,5.8,6.5,4.3,0.0
Cerastium nemorale,6.5,5.5,7.0,,,
Cerastium odessanum,8.5,5.5,3.5,,,
Cerastium pedunculatum,9.0,1.33,5.0,3.0,2.5,0.0
Cerastium perfoliatum,8.5,6.25,2.75,,,
Cerastium pumilum,8.33,,2.27,7.3,2.1,0.33
Cerastium regelii,,,5.0,,,
Cerastium scaposum,8.0,10.5,4.5,6.5,4.5,0.0
Cerastium scaranii,7.0,6.0,4.0,6.0,4.0,0.0
Cerastium semidecandrum,8.37,,3.02,6.0,,0.0
Cerastium siculum,9.0,9.0,3.0,4.0,3.0,0.0
Cerastium soleirolii,8.0,4.0,5.0,3.0,2.0,0.0
Cerastium subtriflorum,6.0,4.5,6.0,6.0,5.0,0.0
Cerastium sylvaticum,5.17,6.5,,6.0,5.0,0.0
Cerastium thomasii,8.0,7.0,2.0,7.0,1.0,0.0
Cerastium tomentosum,8.0,6.67,3.0,6.7,4.67,0.33
Cerastium uniflorum,9.0,1.0,5.0,7.0,2.67,0.0
Ceratocapnos claviculata,6.0,6.75,,3.3,5.25,0.0
Ceratocarpus arenarius,8.5,5.0,3.5,,,
Ceratocephala falcata,8.25,,3.58,8.0,4.0,0.0
Ceratocephala orthoceras,9.0,9.0,2.0,8.0,4.0,1.0
Ceratochloa cathartica,7.5,,3.5,7.5,6.0,0.0
Ceratochloa cathartica aggr.,,7.0,,,,
Ceratonia siliqua,8.5,10.33,3.33,7.0,4.67,0.0
Ceratophyllum demersum,6.17,,11.93,7.8,7.75,0.25
Ceratophyllum platyacanthum,6.25,4.88,11.75,6.0,8.0,0.0
Ceratophyllum submersum,5.64,7.14,11.93,7.3,6.83,0.83
Ceratophyllum tanaiticum,6.5,5.5,11.0,,,
Cercis siliquastrum,7.33,8.75,4.33,7.3,4.33,0.0
Cerinthe glabra,7.0,2.67,5.25,7.5,8.75,0.0
Cerinthe gymnandra,7.0,8.0,4.0,8.0,6.0,0.0
Cerinthe major,6.67,9.0,4.33,6.3,6.67,0.0
Cerinthe minor,7.58,,4.33,6.8,4.2,0.0
Cerinthe retorta,,11.0,,8.0,,0.0
Cerinthe tenuiflora,7.0,3.0,7.0,7.0,4.0,0.0
Chaenorhinum origanifolium,8.5,6.33,2.0,7.5,1.5,0.0
Chaenorhinum rubrifolium,8.0,9.0,3.0,7.5,4.0,0.0
Chaerophyllum aromaticum,6.3,5.33,6.3,5.8,7.75,0.0
Chaerophyllum aureum,6.36,,,8.0,8.0,0.0
Chaerophyllum bulbosum,6.67,,6.38,8.0,8.2,0.2
Chaerophyllum creticum,6.0,9.0,5.0,6.0,5.0,0.0
Chaerophyllum elegans,,3.0,,,,
Chaerophyllum hirsutum,6.62,3.89,8.25,6.5,7.0,0.0
Chaerophyllum hirsutum aggr.,,4.0,,,,
Chaerophyllum nodosum,7.1,7.42,3.95,7.5,,0.0
Chaerophyllum prescottii,7.0,4.0,6.0,,,
Chaerophyllum temulum,5.67,,,6.4,7.38,0.0
Chaerophyllum villarsii,7.0,2.88,6.33,6.5,7.33,0.0
Chaetopogon fasciculatus,8.0,8.0,3.0,5.0,3.0,0.0
Chaiturus marrubiastrum,7.08,,5.83,7.8,7.4,0.2
Chamaedaphne calyculata,6.75,3.12,8.33,3.0,2.0,0.0
Chamaemelum fuscatum,8.0,7.5,8.0,4.0,3.0,0.0
Chamaemelum nobile,8.33,,,4.0,3.67,0.0
Chamaerops humilis,8.5,9.5,3.5,4.5,4.5,0.0
Chamorchis alpina,9.0,2.25,4.5,8.3,2.67,0.0
Cheirolophus crassifolius,9.0,10.0,2.0,8.0,2.0,0.0
Cheirolophus sempervirens,8.0,8.0,4.0,7.0,5.0,0.0
Chelidonium majus,6.33,6.0,,7.6,8.0,0.0
Chenopodiastrum hybridum,7.0,5.89,5.14,7.7,7.83,0.33
Chenopodiastrum murale,8.0,,4.0,7.4,8.62,0.43
Chenopodium album aggr.,7.85,,4.21,6.3,6.81,0.33
Chenopodium berlandieri,,9.0,,,,
Chenopodium ficifolium,7.0,7.14,6.0,6.0,7.29,0.14
Chenopodium opulifolium,7.86,,4.36,7.0,6.5,0.17
Chenopodium suecicum,7.83,5.71,4.62,6.2,7.2,0.0
Chenopodium vulvaria,7.44,,4.08,7.0,8.88,0.43
Cherleria biflora,7.5,1.0,4.33,3.0,1.5,0.0
Cherleria capillacea,8.0,5.33,3.0,7.0,1.5,0.0
Cherleria sedoides,8.75,1.0,4.4,3.7,1.25,0.0
Chiliadenus bocconei,9.0,10.0,1.0,,1.0,0.0
Chiliadenus glutinosus,8.0,4.0,4.0,7.0,2.0,0.0
Chiliadenus lopadusanus,9.0,10.0,1.0,,1.0,0.0
Chimaphila umbellata,4.0,4.83,4.7,5.0,3.0,0.0
Chlamydophora tridentata,9.0,12.0,2.0,8.0,5.0,3.0
Chondrilla chondrilloides,9.0,4.75,5.75,,,
Chondrilla graminea,7.5,4.67,5.0,9.0,2.0,0.0
Chondrilla juncea,8.06,,2.78,6.6,,0.0
Chondrilla latifolia,7.5,5.5,4.0,,,
Chondrilla ramosissima,8.0,11.0,5.0,7.0,7.0,0.0
Chorispora tenella,8.0,6.5,3.75,,,
Chrozophora tinctoria,8.0,10.33,3.33,7.3,6.67,0.0
Chrysopogon gryllus,8.5,,3.75,7.3,3.0,0.0
Chrysosplenium alpinum,6.5,4.75,8.0,,,
Chrysosplenium alternifolium,3.93,4.39,7.75,6.8,5.17,0.0
Chrysosplenium dubium,3.0,6.0,7.0,1.0,1.0,0.0
Chrysosplenium oppositifolium,5.2,5.0,9.33,5.4,5.2,0.0
Chrysosplenium tetrandrum,,,9.0,,,
Cicendia filiformis,8.2,7.2,,2.8,1.6,0.25
Cicer arietinum,8.0,9.0,5.0,7.0,6.0,0.0
Cicer incisum,8.0,7.0,4.0,8.0,6.0,0.0
Cichorium endivia,8.0,7.0,5.0,7.0,6.0,0.0
Cichorium intybus,8.28,,4.17,7.4,5.0,0.14
Cichorium pumilum,8.33,9.33,,7.3,5.0,0.33
Cichorium spinosum,8.5,10.0,1.0,5.0,4.5,0.0
Cicuta virosa,6.83,5.4,9.0,6.0,5.5,0.0
Cionura erecta,7.0,11.0,6.0,7.0,6.0,0.0
Circaea alpina,4.0,4.04,6.89,4.6,5.0,0.0
Circaea lutetiana,4.38,,,7.0,6.71,0.0
Cirsium acaulon,8.6,5.0,3.17,8.0,2.6,0.0
Cirsium alatum,8.0,5.25,5.75,,,
Cirsium alsophilum,6.0,3.33,7.0,6.0,7.0,0.0
Cirsium appendiculatum,,,6.0,,,
Cirsium arvense,7.98,5.03,,6.1,6.62,0.43
Cirsium brachycephalum,8.0,7.0,8.0,7.5,5.0,4.67
Cirsium canum,7.86,6.28,7.59,6.7,5.75,0.43
Cirsium carniolicum,7.0,3.33,6.5,7.0,7.5,0.0
Cirsium creticum,7.0,,6.5,6.7,5.33,0.33
Cirsium decussatum,8.0,4.38,5.88,,,
Cirsium dissectum,7.75,6.33,8.0,4.3,2.25,0.0
Cirsium echinatum,7.5,8.5,2.5,6.0,6.5,0.0
Cirsium eriophorum,8.38,5.0,3.56,8.3,5.12,0.0
Cirsium erisithales,5.8,4.33,5.79,7.8,,0.0
Cirsium esculentum,8.0,4.75,6.75,,,
Cirsium ferox,7.5,,3.0,6.0,6.5,0.0
Cirsium filipendulum,8.5,6.0,6.5,4.0,2.0,0.0
Cirsium furiens,9.0,7.0,4.0,7.0,7.0,0.0
Cirsium glabrum,7.0,3.0,7.0,7.0,7.0,0.0
Cirsium heterophyllum aggr.,6.92,3.7,7.36,5.8,6.0,0.0
Cirsium heterotrichum,,,6.0,,,
Cirsium hypopsilum,8.4,6.1,3.8,6.2,2.6,0.0
Cirsium italicum,7.5,7.0,3.5,5.5,6.0,0.0
Cirsium laniflorum,7.0,5.5,5.88,,,
Cirsium ligulare,,,5.0,,,
Cirsium lobelii,7.0,4.0,4.0,7.0,7.0,0.0
Cirsium monspessulanum,7.5,8.67,6.67,6.0,3.5,0.0
Cirsium morinifolium,8.0,8.0,5.0,7.0,8.0,0.0
Cirsium morisianum,7.5,,4.0,7.0,7.0,0.0
Cirsium odontolepis,8.5,7.0,2.5,6.5,6.0,0.0
Cirsium oleraceum,5.93,4.75,7.22,7.3,5.5,0.0
Cirsium palustre,7.25,4.94,8.11,4.0,,0.0
Cirsium pannonicum,7.58,6.14,3.57,7.4,2.8,0.0
Cirsium pyrenaicum,9.0,4.0,6.0,5.0,3.0,0.0
Cirsium richterianum,8.5,3.5,2.0,7.0,5.5,0.0
Cirsium rivulare,8.43,4.41,7.5,,,0.0
Cirsium scabrum,7.0,7.0,3.5,7.5,7.0,0.0
Cirsium spathulatum,,6.0,,,,
Cirsium spinosissimum aggr.,7.67,2.12,5.5,7.3,7.83,0.0
Cirsium tenoreanum,9.0,4.0,3.0,6.0,7.0,0.0
Cirsium tuberosum,7.5,5.83,,7.8,2.67,0.0
Cirsium tymphaeum,,,6.0,,,
Cirsium vallis-demonis,7.0,5.0,4.0,4.0,3.0,0.0
Cirsium vulgare,7.69,,,6.7,7.19,0.14
Cirsium waldsteinii,7.5,4.38,6.75,,,
Cistanche phelypaea,8.0,12.0,1.0,8.0,5.0,1.0
Cistus albidus,8.5,8.67,3.0,3.0,3.0,0.0
Cistus clusii,9.0,9.0,2.0,5.0,2.0,0.0
Cistus creticus,7.75,,2.94,,2.83,0.33
Cistus crispus,8.5,8.5,3.0,3.0,3.0,0.0
Cistus halimifolius,9.0,9.0,3.0,4.5,2.5,0.0
Cistus inflatus,8.0,6.0,4.0,4.0,4.0,0.0
Cistus ladanifer,8.5,8.0,2.5,3.0,2.5,0.0
Cistus lasianthus,8.5,6.5,4.0,2.5,1.5,0.0
Cistus laurifolius,8.67,7.33,2.33,,2.67,0.0
Cistus libanotis,8.4,8.0,2.6,5.5,3.2,0.0
Cistus monspeliensis,8.0,9.25,3.33,,3.0,0.33
Cistus ocymoides,7.9,7.2,4.0,2.1,3.5,0.1
Cistus parviflorus,8.5,10.0,2.0,8.0,2.0,0.5
Cistus populifolius,8.5,7.5,3.5,3.0,2.5,0.0
Cistus pouzolzii,8.0,8.0,4.0,4.0,4.0,0.0
Cistus psilosepalus,9.0,7.0,2.0,2.0,1.0,0.0
Cistus salviifolius,8.0,8.8,2.75,5.0,2.25,0.33
Cistus umbellatus,8.0,7.0,3.5,3.0,1.5,0.0
Citrullus colocynthis,9.0,12.0,1.0,2.0,1.0,0.0
Citrullus lanatus,9.0,8.0,5.0,7.0,8.0,1.0
Cladanthus mixtus,8.5,8.67,1.5,3.0,1.5,0.0
Cladium mariscus,8.56,,9.58,8.6,3.83,0.88
Clausia aprica,8.5,4.5,3.25,,,
Claytonia perfoliata,5.8,6.4,5.0,6.6,6.6,0.0
Cleistogenes serotina,8.56,7.4,2.53,8.0,2.0,0.0
Cleistogenes squarrosa,8.5,4.75,4.75,,,
Clematis alpina,4.8,3.08,5.7,,4.0,0.0
Clematis cirrhosa,6.33,9.67,4.67,5.3,5.0,0.0
Clematis elisabethae-carolae,6.0,7.0,5.0,6.0,4.0,0.0
Clematis flammula,7.0,8.44,3.67,5.2,4.0,0.0
Clematis integrifolia,7.5,,5.88,7.0,5.0,0.33
Clematis lathyrifolia,7.0,5.0,4.75,,,
Clematis orientalis,7.0,5.5,4.75,,,
Clematis recta,6.17,6.75,3.58,8.0,3.4,0.0
Clematis vitalba,6.88,6.47,,7.3,6.29,0.0
Clematis viticella,7.5,8.0,4.0,6.5,6.0,0.0
Cleome iberica,,11.0,2.0,8.0,2.0,0.0
Cleome ornithopodioides,8.5,6.0,3.0,,,
Cleonia lusitanica,8.4,8.3,3.3,6.8,4.3,0.3
Clinopodium acinos,8.75,6.0,2.31,6.7,1.17,0.0
Clinopodium alpinum,8.42,,3.95,8.1,2.3,0.0
Clinopodium corsicum,7.0,4.0,5.0,3.0,2.0,0.0
Clinopodium creticum,7.0,,3.0,8.0,5.0,0.0
Clinopodium grandiflorum,5.5,,,6.5,5.5,0.0
Clinopodium graveolens,,11.0,,,,0.0
Clinopodium insulare,,11.0,,9.0,,0.0
Clinopodium menthifolium,5.25,6.62,5.0,6.4,4.62,0.0
Clinopodium nanum,8.0,,3.0,8.0,5.0,1.0
Clinopodium nepeta,7.0,,3.67,7.8,,0.0
Clinopodium serpyllifolium,9.0,10.0,2.0,7.0,1.0,0.0
Clinopodium suaveolens,8.0,8.0,3.0,7.0,2.0,0.0
Clinopodium thymifolium,9.0,8.0,1.0,8.0,1.0,0.0
Clinopodium vulgare,6.85,,4.25,6.8,3.22,0.0
Clypeola jonthlaspi,8.33,7.83,2.83,8.0,4.5,0.0
Cneorum tricoccon,8.5,9.0,2.5,5.5,3.5,0.0
Cochlearia aestuaria,8.0,5.0,8.0,8.0,6.0,6.0
Cochlearia anglica,8.0,4.5,8.33,7.3,7.0,7.67
Cochlearia bavarica,,4.0,,,,
Cochlearia danica,8.67,5.33,6.33,7.3,5.0,4.33
Cochlearia excelsa,,1.0,,,,
Cochlearia glastifolia,8.0,7.0,4.0,6.0,3.0,0.0
Cochlearia groenlandica,,,8.0,,,
Cochlearia micacea,8.0,,8.0,7.0,2.0,0.0
Cochlearia officinalis,7.6,5.8,6.67,6.4,5.6,2.9
Cochlearia polonica,8.0,4.75,8.0,,,
Cochlearia pyrenaica,7.67,3.67,8.0,7.7,3.33,0.0
Coincya monensis,9.0,,3.8,,2.8,0.0
Coincya richeri,9.0,3.5,4.0,2.0,2.0,0.0
Coincya wrightii,9.0,,4.0,4.0,3.0,0.0
Colchicum alpinum,8.0,3.33,4.67,3.5,3.5,0.0
Colchicum arenarium,9.0,8.0,2.0,9.0,1.0,0.0
Colchicum autumnale,6.44,4.94,,6.4,3.8,0.14
Colchicum balansae,8.0,11.0,,8.0,,0.0
Colchicum bivonae,6.0,7.0,3.0,6.0,7.0,0.0
Colchicum bulbocodium,6.62,,4.3,7.3,3.67,0.0
Colchicum corsicum,7.0,8.0,5.0,4.0,4.0,0.0
Colchicum cretense,8.0,8.0,4.0,7.0,5.0,0.0
Colchicum cupanii,8.17,,4.0,8.2,3.67,0.0
Colchicum filifolium,8.0,8.0,3.0,8.0,3.0,0.0
Colchicum hungaricum,9.0,8.0,1.0,9.0,1.0,0.0
Colchicum longifolium,7.0,8.0,5.0,4.0,4.0,0.0
Colchicum lusitanum,6.0,7.0,3.0,6.0,7.0,0.0
Colchicum macrophyllum,6.0,11.0,4.0,7.0,5.0,0.0
Colchicum micranthum,8.0,4.0,5.0,3.0,3.0,0.0
Colchicum montanum,9.0,4.0,4.0,5.0,1.0,
Colchicum neapolitanum,6.0,6.5,3.0,6.0,7.0,0.0
Colchicum pusillum,8.0,,3.0,8.0,5.0,1.0
Colchicum triphyllum,8.0,4.75,6.25,,,
Colchicum umbrosum,4.5,5.5,6.0,,,
Colchicum variegatum,7.0,11.0,4.0,8.0,5.0,0.0
Colchicum verlaqueae,8.0,4.0,3.0,3.0,4.0,0.0
Coleanthus subtilis,8.25,,,3.8,3.25,0.0
Coleostephus myconis,8.0,8.8,3.75,6.0,5.0,0.0
Coleostephus paludosus,8.0,8.0,4.0,7.0,6.0,0.0
Colutea arborescens,5.83,7.83,3.33,8.0,3.0,0.17
Colutea cilicica,7.0,6.75,5.0,,,
Colutea insularis,7.0,11.0,7.0,8.0,3.0,0.0
Comarum palustre,7.72,4.04,9.75,3.5,1.88,0.0
Conioselinum tataricum,5.75,3.92,6.38,8.0,7.0,0.0
Conium maculatum,7.75,,,6.4,7.56,0.12
Conopodium arvense,9.0,5.0,3.0,3.0,1.0,
Conopodium majus,7.2,5.2,4.67,4.2,3.8,0.0
Conopodium pyrenaeum,7.5,3.0,4.0,3.5,2.0,0.0
Conopodium subcarneum,9.0,4.0,5.0,4.0,1.0,
Conringia austriaca,8.17,6.81,3.75,9.0,3.0,0.0
Conringia clavata,8.5,6.5,3.25,,,
Conringia orientalis,7.42,6.61,3.46,8.6,4.2,0.0
Consolida ajacis,8.17,,4.08,7.2,5.8,0.0
Consolida arenaria,9.0,12.0,3.0,8.0,5.0,3.0
Consolida hispanica,7.88,7.0,4.25,7.3,5.0,0.0
Consolida pubescens,8.5,7.67,3.5,7.0,5.5,0.0
Consolida regalis,7.33,6.76,4.11,7.4,4.8,0.0
Convallaria majalis,,,4.85,5.6,3.75,0.0
Convolvulus althaeoides,8.0,9.5,3.67,6.7,,0.17
Convolvulus argyrothamnos,8.0,11.0,1.0,8.0,4.0,0.0
Convolvulus arvensis,7.25,,3.95,6.7,5.57,0.12
Convolvulus betonicifolius,8.0,9.0,,6.7,5.67,0.0
Convolvulus calvertii,8.5,5.25,4.5,,,
Convolvulus cantabrica,8.7,7.58,2.4,7.5,2.0,0.0
Convolvulus cneorum,9.0,10.0,2.0,7.0,1.0,0.0
Convolvulus dorycnium,9.0,11.0,3.0,8.0,7.0,1.0
Convolvulus holosericeus,8.5,6.75,4.75,,,
Convolvulus humilis,9.0,11.0,2.0,5.0,2.0,0.0
Convolvulus lanuginosus,8.0,8.0,3.0,8.0,3.0,0.0
Convolvulus lineatus,8.7,,3.5,7.5,3.25,1.0
Convolvulus meonanthus,8.0,9.0,2.0,5.0,2.0,0.0
Convolvulus oleifolius,8.0,11.0,2.67,8.0,4.0,1.0
Convolvulus pentapetaloides,8.0,11.0,4.5,8.0,5.5,0.0
Convolvulus sabatius,9.0,10.0,2.0,3.0,1.0,0.0
Convolvulus scammonia,7.0,11.0,6.0,7.0,5.0,0.0
Convolvulus siculus,8.0,11.0,5.5,7.5,5.5,0.0
Convolvulus tricolor,8.0,8.5,3.33,6.7,5.33,0.0
Corallorhiza trifida,2.58,4.0,5.39,3.4,,0.0
Corema album,8.7,8.4,3.4,5.8,4.7,1.3
Coriandrum sativum,7.67,8.33,3.67,6.0,5.67,0.0
Coriaria myrtifolia,8.5,7.33,5.5,6.0,3.0,0.0
Coris monspeliensis,8.67,8.0,2.33,7.7,2.33,0.0
Corispermum canescens,9.0,8.0,1.0,8.0,1.0,0.0
Corispermum hyssopifolium,8.0,4.5,4.75,,,
Corispermum intermedium,8.5,7.0,2.5,7.0,6.0,1.5
Corispermum marschallii,8.83,6.0,3.67,8.0,5.0,1.5
Corispermum nitidum,8.75,6.5,3.0,8.0,1.0,0.0
Cornucopiae cucullatum,7.0,9.5,6.5,5.0,3.0,0.0
Cornus alba,7.0,5.12,7.5,,,
Cornus alba aggr.,,7.0,,,,
Cornus mas,6.33,7.0,4.62,8.0,4.2,0.0
Cornus sanguinea,7.0,,,7.5,4.8,0.0
Cornus sericea,6.0,6.5,6.5,6.0,5.5,0.0
Cornus suecica,5.5,4.0,6.67,1.5,2.0,0.0
Coronilla coronata,7.3,5.88,3.8,8.3,2.25,0.0
Coronilla juncea,8.5,9.0,3.0,7.0,3.5,0.0
